what,kind,bundleId,bundleVersion,description,time
started,bundle,org.jboss.tools.hibernate.jpt.core,3.5.1.v20130102-1835-H100-Final,"org.jboss.tools.hibernate.jpt.core",1415431973296
started,bundle,org.jboss.tools.maven.core,1.3.2.v20130112-0608-H143-Final,"org.jboss.tools.maven.core",1415431973308
started,bundle,org.jboss.tools.maven.seam,1.3.2.v20130112-0608-H143-Final,"org.jboss.tools.maven.seam",1415431973313
started,bundle,org.jboss.tools.ws.jaxrs.ui,1.3.1.v20130112-0330-H156-Final,"org.jboss.tools.ws.jaxrs.ui",1415431973340
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1415431973421
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1415431974315
started,bundle,org.maven.ide.eclipse.wtp,0.15.3.20120830-0850,"org.maven.ide.eclipse.wtp",1415431974355
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1415431975056
started,bundle,org.jboss.tools.common.el.core,3.3.1.v20130102-1651-H83-Final,"org.jboss.tools.common.el.core",1415431975143
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1415431975191
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1415431975203
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1415431976113
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1415431976341
started,bundle,org.jboss.tools.jmx.ui,1.3.1.v20130102-1732-H80-Final,"org.jboss.tools.jmx.ui",1415431976414
started,bundle,com.google.appengine.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.appengine.eclipse.core",1415431977293
started,bundle,com.google.gdt.eclipse.appengine.rpc,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.appengine.rpc",1415431977328
started,bundle,org.hibernate.eclipse.jdt.ui,3.5.1.v20130102-1835-H100-Final,"org.hibernate.eclipse.jdt.ui",1415431977395
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1415431977879
started,bundle,org.hibernate.eclipse.console,3.5.1.v20130102-1835-H100-Final,"org.hibernate.eclipse.console",1415431977913
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1415431977964
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1415431977979
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1415431980329
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1415431980338
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1415431980406
started,bundle,org.jboss.tools.jst.web.kb,3.3.1.v20130102-1748-H95-Final,"org.jboss.tools.jst.web.kb",1415431980560
started,bundle,org.jboss.tools.cdi.core,1.2.0.v20130102-1842-H87-Final,"org.jboss.tools.cdi.core",1415431980575
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1415431980584
started,bundle,org.jboss.tools.common.text.ext,3.3.1.v20130102-1651-H83-Final,"org.jboss.tools.common.text.ext",1415431981230
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1415431981333
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1415431981957
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1415431982215
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1415431982467
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1415431982498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432011395
started,bundle,org.jboss.tools.jst.web.ui,3.3.1.v20130102-1748-H95-Final,"org.jboss.tools.jst.web.ui",1415432011459
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1415432011507
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1415432011516
started,bundle,org.jboss.ide.eclipse.archives.ui,3.3.1.v20130102-1730-H94-Final,"org.jboss.ide.eclipse.archives.ui",1415432011559
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1415432029051
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1415432029969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432033460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432037644
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432042744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432046225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432051621
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1415432054003
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432056062
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1415432056222
started,bundle,org.jboss.tools.cdi.seam.core,1.2.0.v20130102-1842-H87-Final,"org.jboss.tools.cdi.seam.core",1415432057150
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432057179
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1415432057348
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432057525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1415432059044
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415432059538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415432060712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432068014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432076161
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1415432076359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432079204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432081998
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432082419
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432082619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1415432083964
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415432084855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415432085931
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1415432095259
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432095442
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1415432095502
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432096442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432123075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432390982
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1415432391219
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432397135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432400051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432404738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432417315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432420533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432428126
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432428611
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432428872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1415432430273
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415432430656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415432432962
started,bundle,org.jboss.tools.jst.jsp,3.3.1.v20130102-1748-H95-Final,"org.jboss.tools.jst.jsp",1415432434821
started,bundle,org.jboss.tools.cdi.deltaspike.core,1.2.0.v20130102-1842-H87-Final,"org.jboss.tools.cdi.deltaspike.core",1415432452044
started,bundle,org.jboss.tools.cdi.seam.text.ext,1.2.0.v20130102-1842-H87-Final,"org.jboss.tools.cdi.seam.text.ext",1415432452053
started,bundle,org.jboss.tools.cdi.text.ext,1.2.0.v20130102-1842-H87-Final,"org.jboss.tools.cdi.text.ext",1415432452061
started,bundle,org.jboss.tools.seam.text.ext,3.3.0.v20130112-0336-H148-Final,"org.jboss.tools.seam.text.ext",1415432452086
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1415432452108
started,bundle,org.jboss.tools.jst.text.ext,3.3.1.v20130102-1748-H95-Final,"org.jboss.tools.jst.text.ext",1415432452138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1415432452669
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1415432453632
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415432453786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415432456020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415432456556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432461913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432472718
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432472953
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432474074
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432477886
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432477889
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1415432482336
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432482336
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1415432482483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432496701
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415432560169
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432560505
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1415432560684
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1415432560802
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1415432560817
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1415432560825
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1415432563376
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415432563861
