what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1415439796813
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1415439796818
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1415439796833
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1415439796998
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1415439797013
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1415439797173
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1415439797272
started,bundle,org.jboss.tools.maven.project.examples,1.3.2.v20130112-0608-H143-Final,"org.jboss.tools.maven.project.examples",1415439800492
opened,editor,org.jboss.tools.central,1.0.1.v20130112-0624-H128-Final,"org.jboss.tools.central.editors.JBossCentralEditor",1415439801533
activated,editor,org.jboss.tools.central,1.0.1.v20130112-0624-H128-Final,"org.jboss.tools.central.editors.JBossCentralEditor",1415439802767
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415439802841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415439802924
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1415439808605
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1415439811110
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1415439811319
started,bundle,org.jboss.tools.jmx.core,1.3.1.v20130102-1732-H80-Final,"org.jboss.tools.jmx.core",1415439811744
started,bundle,org.jboss.ide.eclipse.as.jmx.integration,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.jmx.integration",1415439811746
started,bundle,org.jboss.tools.openshift.express.ui,2.3.2.v20130118-2253-H156-Final,"org.jboss.tools.openshift.express.ui",1415439811874
started,bundle,org.jboss.ide.eclipse.as.management.core,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.management.core",1415439811932
started,bundle,org.jboss.tools.common.verification.ui,3.3.1.v20130102-1651-H83-Final,"org.jboss.tools.common.verification.ui",1415439814771
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.debug",1415439817074
started,bundle,org.jboss.ide.eclipse.as.rse.core,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.rse.core",1415439817291
started,bundle,org.eclipse.rse.services,3.2.101.R33x_v201109141647,"org.eclipse.rse.services",1415439817369
started,bundle,org.jboss.ide.eclipse.as.management.as71,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.management.as71",1415439817598
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1415439819164
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1415439824126
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1415439824427
started,bundle,org.jboss.ide.eclipse.freemarker,1.2.0.v20130102-1731-H97-Final,"org.jboss.ide.eclipse.freemarker",1415439824480
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1415439824694
started,bundle,org.jboss.ide.eclipse.as.dmr,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.dmr",1415439836004
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1415439848528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415439848576
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415439859714
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415439866481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415439886523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415439888226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415439927516
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1415439932633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415439936958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1415439941632
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415439941877
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1415439947901
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1415439948379
